model,training_population,training_p_noise,training_opponent,training_history_length,training_memory_label,seed,test_opponent,episodes,n_rounds,p_noise,observation_mode,history_length,mean_reward,std_reward,mean_reward_per_round,mean_cooperation_rate,mean_defection_rate
q_agent_partial_obs_vs_hard_majo_last3_seed3,,0.0,hard_majo,3,last3,3,cycler_ccd,100,200,0.0,last_n,3,418.0,0.0,2.09,0.9200000000000002,0.07999999999999999
q_agent_partial_obs_vs_hard_majo_last3_seed3,,0.0,hard_majo,3,last3,3,hard_majo,100,200,0.0,last_n,3,532.0,0.0,2.66,0.29,0.7099999999999997
q_agent_partial_obs_vs_hard_majo_last3_seed3,,0.0,hard_majo,3,last3,3,soft_majo,100,200,0.0,last_n,3,738.0,0.0,3.69,0.5099999999999998,0.4900000000000002
q_agent_partial_obs_vs_hard_tft_last1_seed1,,0.0,hard_tft,1,last1,1,tftt,100,200,0.0,last_n,1,226.0,0.0,1.13,0.04499999999999999,0.9549999999999998
q_agent_partial_obs_vs_hard_tft_last1_seed1,,0.0,hard_tft,1,last1,1,hard_tft,100,200,0.0,last_n,1,222.0,0.0,1.11,0.04499999999999999,0.9549999999999998
q_agent_partial_obs_vs_hard_tft_last1_seed1,,0.0,hard_tft,1,last1,1,cycler_ddc,100,200,0.0,last_n,1,440.0,0.0,2.2,0.12,0.88
q_agent_partial_obs_vs_hard_tft_last1_seed1,,0.0,hard_tft,1,last1,1,cycler_ccd,100,200,0.0,last_n,1,646.0,0.0,3.23,0.3,0.7000000000000002
q_agent_partial_obs_vs_hard_tft_last1_seed1,,0.0,hard_tft,1,last1,1,hard_majo,100,200,0.0,last_n,1,275.0,0.0,1.375,0.065,0.9350000000000004
q_agent_partial_obs_vs_hard_tft_last1_seed1,,0.0,hard_tft,1,last1,1,soft_majo,100,200,0.0,last_n,1,282.0,0.0,1.41,0.065,0.9350000000000004
q_agent_partial_obs_vs_hard_tft_last1_seed2,,0.0,hard_tft,1,last1,2,tftt,100,200,0.0,last_n,1,255.0,0.0,1.275,0.07000000000000003,0.9300000000000002
q_agent_partial_obs_vs_hard_tft_last1_seed2,,0.0,hard_tft,1,last1,2,hard_tft,100,200,0.0,last_n,1,224.0,0.0,1.12,0.04999999999999999,0.95
q_agent_partial_obs_vs_hard_tft_last1_seed2,,0.0,hard_tft,1,last1,2,cycler_ddc,100,200,0.0,last_n,1,441.0,0.0,2.205,0.11500000000000002,0.8850000000000001
q_agent_partial_obs_vs_hard_tft_last1_seed2,,0.0,hard_tft,1,last1,2,cycler_ccd,100,200,0.0,last_n,1,663.0,0.0,3.315,0.24,0.7600000000000001
q_agent_partial_obs_vs_hard_tft_last1_seed2,,0.0,hard_tft,1,last1,2,hard_majo,100,200,0.0,last_n,1,293.0,0.0,1.465,0.07999999999999999,0.9200000000000002
q_agent_partial_obs_vs_hard_tft_last1_seed2,,0.0,hard_tft,1,last1,2,soft_majo,100,200,0.0,last_n,1,303.0,0.0,1.515,0.08500000000000002,0.915
q_agent_partial_obs_vs_hard_tft_last1_seed3,,0.0,hard_tft,1,last1,3,tftt,100,200,0.0,last_n,1,283.0,0.0,1.415,0.11,0.8900000000000001
q_agent_partial_obs_vs_hard_tft_last1_seed3,,0.0,hard_tft,1,last1,3,hard_tft,100,200,0.0,last_n,1,227.0,0.0,1.135,0.065,0.9350000000000004
q_agent_partial_obs_vs_hard_tft_last1_seed3,,0.0,hard_tft,1,last1,3,cycler_ddc,100,200,0.0,last_n,1,439.0,0.0,2.195,0.125,0.875
q_agent_partial_obs_vs_hard_tft_last1_seed3,,0.0,hard_tft,1,last1,3,cycler_ccd,100,200,0.0,last_n,1,654.0,0.0,3.27,0.28000000000000014,0.7199999999999999
q_agent_partial_obs_vs_hard_tft_last1_seed3,,0.0,hard_tft,1,last1,3,hard_majo,100,200,0.0,last_n,1,389.0,0.0,1.945,0.15999999999999998,0.8400000000000002
q_agent_partial_obs_vs_hard_tft_last1_seed3,,0.0,hard_tft,1,last1,3,soft_majo,100,200,0.0,last_n,1,396.0,0.0,1.98,0.15999999999999998,0.8400000000000002
q_agent_partial_obs_vs_hard_tft_last3_seed1,,0.0,hard_tft,3,last3,1,tftt,100,200,0.0,last_n,3,646.0,0.0,3.23,0.7199999999999999,0.28000000000000014
q_agent_partial_obs_vs_hard_tft_last3_seed1,,0.0,hard_tft,3,last3,1,hard_tft,100,200,0.0,last_n,3,239.0,0.0,1.195,0.135,0.8649999999999999
q_agent_partial_obs_vs_hard_tft_last3_seed1,,0.0,hard_tft,3,last3,1,cycler_ddc,100,200,0.0,last_n,3,224.0,0.0,1.12,0.87,0.13
q_agent_partial_obs_vs_hard_tft_last3_seed1,,0.0,hard_tft,3,last3,1,cycler_ccd,100,200,0.0,last_n,3,421.0,0.0,2.105,0.905,0.09500000000000001
q_agent_partial_obs_vs_hard_tft_last3_seed1,,0.0,hard_tft,3,last3,1,hard_majo,100,200,0.0,last_n,3,705.0,0.0,3.525,0.7300000000000003,0.27
q_agent_partial_obs_vs_hard_tft_last3_seed1,,0.0,hard_tft,3,last3,1,soft_majo,100,200,0.0,last_n,3,708.0,0.0,3.54,0.7300000000000003,0.27
q_agent_partial_obs_vs_hard_tft_last3_seed2,,0.0,hard_tft,3,last3,2,tftt,100,200,0.0,last_n,3,644.0,0.0,3.22,0.7399999999999999,0.26
q_agent_partial_obs_vs_hard_tft_last3_seed2,,0.0,hard_tft,3,last3,2,hard_tft,100,200,0.0,last_n,3,238.0,0.0,1.19,0.11,0.8900000000000001
q_agent_partial_obs_vs_hard_tft_last3_seed2,,0.0,hard_tft,3,last3,2,cycler_ddc,100,200,0.0,last_n,3,221.0,0.0,1.105,0.8850000000000001,0.11500000000000002
q_agent_partial_obs_vs_hard_tft_last3_seed2,,0.0,hard_tft,3,last3,2,cycler_ccd,100,200,0.0,last_n,3,416.0,0.0,2.08,0.9300000000000002,0.07000000000000003
q_agent_partial_obs_vs_hard_tft_last3_seed2,,0.0,hard_tft,3,last3,2,hard_majo,100,200,0.0,last_n,3,699.0,0.0,3.495,0.7450000000000001,0.2549999999999999
q_agent_partial_obs_vs_hard_tft_last3_seed2,,0.0,hard_tft,3,last3,2,soft_majo,100,200,0.0,last_n,3,702.0,0.0,3.51,0.7450000000000001,0.2549999999999999
q_agent_partial_obs_vs_hard_tft_last3_seed3,,0.0,hard_tft,3,last3,3,tftt,100,200,0.0,last_n,3,651.0,0.0,3.255,0.7300000000000003,0.27
q_agent_partial_obs_vs_hard_tft_last3_seed3,,0.0,hard_tft,3,last3,3,hard_tft,100,200,0.0,last_n,3,237.0,0.0,1.185,0.11,0.8900000000000001
q_agent_partial_obs_vs_hard_tft_last3_seed3,,0.0,hard_tft,3,last3,3,cycler_ddc,100,200,0.0,last_n,3,219.0,0.0,1.095,0.8949999999999996,0.10500000000000002
q_agent_partial_obs_vs_hard_tft_last3_seed3,,0.0,hard_tft,3,last3,3,cycler_ccd,100,200,0.0,last_n,3,419.0,0.0,2.095,0.915,0.08500000000000002
q_agent_partial_obs_vs_hard_tft_last3_seed3,,0.0,hard_tft,3,last3,3,hard_majo,100,200,0.0,last_n,3,703.0,0.0,3.515,0.735,0.2650000000000001
q_agent_partial_obs_vs_hard_tft_last3_seed3,,0.0,hard_tft,3,last3,3,soft_majo,100,200,0.0,last_n,3,706.0,0.0,3.53,0.735,0.2650000000000001
q_agent_partial_obs_vs_soft_majo_last1_seed1,,0.0,soft_majo,1,last1,1,tftt,100,200,0.0,last_n,1,432.0,0.0,2.16,0.21000000000000005,0.7900000000000003
q_agent_partial_obs_vs_soft_majo_last1_seed1,,0.0,soft_majo,1,last1,1,hard_tft,100,200,0.0,last_n,1,176.0,0.0,0.88,0.17500000000000004,0.825
q_agent_partial_obs_vs_soft_majo_last1_seed1,,0.0,soft_majo,1,last1,1,cycler_ddc,100,200,0.0,last_n,1,413.0,0.0,2.065,0.22500000000000012,0.7750000000000005
q_agent_partial_obs_vs_soft_majo_last1_seed1,,0.0,soft_majo,1,last1,1,cycler_ccd,100,200,0.0,last_n,1,628.0,0.0,3.14,0.32500000000000007,0.6749999999999998
q_agent_partial_obs_vs_soft_majo_last1_seed1,,0.0,soft_majo,1,last1,1,hard_majo,100,200,0.0,last_n,1,470.0,0.0,2.35,0.23000000000000004,0.7699999999999997
q_agent_partial_obs_vs_soft_majo_last1_seed1,,0.0,soft_majo,1,last1,1,soft_majo,100,200,0.0,last_n,1,480.0,0.0,2.4,0.23000000000000004,0.7699999999999997
q_agent_partial_obs_vs_soft_majo_last1_seed2,,0.0,soft_majo,1,last1,2,tftt,100,200,0.0,last_n,1,400.0,0.0,2.0,0.17000000000000004,0.8299999999999998
q_agent_partial_obs_vs_soft_majo_last1_seed2,,0.0,soft_majo,1,last1,2,hard_tft,100,200,0.0,last_n,1,202.0,0.0,1.01,0.07999999999999999,0.9200000000000002
q_agent_partial_obs_vs_soft_majo_last1_seed2,,0.0,soft_majo,1,last1,2,cycler_ddc,100,200,0.0,last_n,1,419.0,0.0,2.095,0.19000000000000003,0.8100000000000004
q_agent_partial_obs_vs_soft_majo_last1_seed2,,0.0,soft_majo,1,last1,2,cycler_ccd,100,200,0.0,last_n,1,660.0,0.0,3.3,0.24,0.7600000000000001
q_agent_partial_obs_vs_soft_majo_last1_seed2,,0.0,soft_majo,1,last1,2,hard_majo,100,200,0.0,last_n,1,407.0,0.0,2.035,0.17500000000000004,0.825
q_agent_partial_obs_vs_soft_majo_last1_seed2,,0.0,soft_majo,1,last1,2,soft_majo,100,200,0.0,last_n,1,408.0,0.0,2.04,0.17000000000000004,0.8299999999999998
q_agent_partial_obs_vs_soft_majo_last1_seed3,,0.0,soft_majo,1,last1,3,tftt,100,200,0.0,last_n,1,536.0,0.0,2.68,0.3,0.7000000000000002
q_agent_partial_obs_vs_soft_majo_last1_seed3,,0.0,soft_majo,1,last1,3,hard_tft,100,200,0.0,last_n,1,183.0,0.0,0.915,0.17999999999999997,0.8199999999999998
q_agent_partial_obs_vs_soft_majo_last1_seed3,,0.0,soft_majo,1,last1,3,cycler_ddc,100,200,0.0,last_n,1,399.0,0.0,1.995,0.2749999999999999,0.7249999999999995
q_agent_partial_obs_vs_soft_majo_last1_seed3,,0.0,soft_majo,1,last1,3,cycler_ccd,100,200,0.0,last_n,1,632.0,0.0,3.16,0.31999999999999995,0.6800000000000002
q_agent_partial_obs_vs_soft_majo_last1_seed3,,0.0,soft_majo,1,last1,3,hard_majo,100,200,0.0,last_n,1,602.0,0.0,3.01,0.3400000000000001,0.66
q_agent_partial_obs_vs_soft_majo_last1_seed3,,0.0,soft_majo,1,last1,3,soft_majo,100,200,0.0,last_n,1,600.0,0.0,3.0,0.33,0.6700000000000002
q_agent_partial_obs_vs_soft_majo_last3_seed1,,0.0,soft_majo,3,last3,1,tftt,100,200,0.0,last_n,3,265.0,0.0,1.325,0.075,0.925
q_agent_partial_obs_vs_soft_majo_last3_seed1,,0.0,soft_majo,3,last3,1,hard_tft,100,200,0.0,last_n,3,205.0,0.0,1.025,0.024999999999999994,0.9749999999999995
q_agent_partial_obs_vs_soft_majo_last3_seed1,,0.0,soft_majo,3,last3,1,cycler_ddc,100,200,0.0,last_n,3,207.0,0.0,1.035,0.9549999999999998,0.04499999999999999
q_agent_partial_obs_vs_soft_majo_last3_seed1,,0.0,soft_majo,3,last3,1,cycler_ccd,100,200,0.0,last_n,3,412.0,0.0,2.06,0.95,0.04999999999999999
q_agent_partial_obs_vs_soft_majo_last3_seed1,,0.0,soft_majo,3,last3,1,hard_majo,100,200,0.0,last_n,3,701.0,0.0,3.505,0.5050000000000001,0.49499999999999994
q_agent_partial_obs_vs_soft_majo_last3_seed1,,0.0,soft_majo,3,last3,1,soft_majo,100,200,0.0,last_n,3,360.0,0.0,1.8,0.145,0.8550000000000004
q_agent_partial_obs_vs_soft_majo_last3_seed2,,0.0,soft_majo,3,last3,2,tftt,100,200,0.0,last_n,3,361.0,0.0,1.805,0.22,0.7800000000000001
q_agent_partial_obs_vs_soft_majo_last3_seed2,,0.0,soft_majo,3,last3,2,hard_tft,100,200,0.0,last_n,3,207.0,0.0,1.035,0.03500000000000002,0.9650000000000002
q_agent_partial_obs_vs_soft_majo_last3_seed2,,0.0,soft_majo,3,last3,2,cycler_ddc,100,200,0.0,last_n,3,212.0,0.0,1.06,0.9300000000000002,0.07000000000000003
q_agent_partial_obs_vs_soft_majo_last3_seed2,,0.0,soft_majo,3,last3,2,cycler_ccd,100,200,0.0,last_n,3,414.0,0.0,2.07,0.9449999999999998,0.055
q_agent_partial_obs_vs_soft_majo_last3_seed2,,0.0,soft_majo,3,last3,2,hard_majo,100,200,0.0,last_n,3,688.0,0.0,3.44,0.5050000000000001,0.49499999999999994
q_agent_partial_obs_vs_soft_majo_last3_seed2,,0.0,soft_majo,3,last3,2,soft_majo,100,200,0.0,last_n,3,433.0,0.0,2.165,0.22,0.7800000000000001
q_agent_partial_obs_vs_soft_majo_last3_seed3,,0.0,soft_majo,3,last3,3,tftt,100,200,0.0,last_n,3,422.0,0.0,2.11,0.27,0.7300000000000003
q_agent_partial_obs_vs_soft_majo_last3_seed3,,0.0,soft_majo,3,last3,3,hard_tft,100,200,0.0,last_n,3,205.0,0.0,1.025,0.03,0.97
q_agent_partial_obs_vs_soft_majo_last3_seed3,,0.0,soft_majo,3,last3,3,cycler_ddc,100,200,0.0,last_n,3,204.0,0.0,1.02,0.97,0.03
q_agent_partial_obs_vs_soft_majo_last3_seed3,,0.0,soft_majo,3,last3,3,cycler_ccd,100,200,0.0,last_n,3,414.0,0.0,2.07,0.9449999999999998,0.055
q_agent_partial_obs_vs_soft_majo_last3_seed3,,0.0,soft_majo,3,last3,3,hard_majo,100,200,0.0,last_n,3,698.0,0.0,3.49,0.5050000000000001,0.49499999999999994
q_agent_partial_obs_vs_soft_majo_last3_seed3,,0.0,soft_majo,3,last3,3,soft_majo,100,200,0.0,last_n,3,478.0,0.0,2.39,0.2549999999999999,0.7450000000000001
q_agent_partial_obs_vs_tftt_last1_seed1,,0.0,tftt,1,last1,1,tftt,100,200,0.0,last_n,1,788.0,0.0,3.94,0.5149999999999999,0.485
q_agent_partial_obs_vs_tftt_last1_seed1,,0.0,tftt,1,last1,1,hard_tft,100,200,0.0,last_n,1,162.0,0.0,0.81,0.5600000000000003,0.44
q_agent_partial_obs_vs_tftt_last1_seed1,,0.0,tftt,1,last1,1,cycler_ddc,100,200,0.0,last_n,1,320.0,0.0,1.6,0.5499999999999998,0.45000000000000023
q_agent_partial_obs_vs_tftt_last1_seed1,,0.0,tftt,1,last1,1,cycler_ccd,100,200,0.0,last_n,1,562.0,0.0,2.81,0.5149999999999999,0.485
q_agent_partial_obs_vs_tftt_last1_seed1,,0.0,tftt,1,last1,1,hard_majo,100,200,0.0,last_n,1,629.0,0.0,3.145,0.5149999999999999,0.485
q_agent_partial_obs_vs_tftt_last1_seed1,,0.0,tftt,1,last1,1,soft_majo,100,200,0.0,last_n,1,762.0,0.0,3.81,0.52,0.48
q_agent_partial_obs_vs_tftt_last1_seed2,,0.0,tftt,1,last1,2,tftt,100,200,0.0,last_n,1,789.0,0.0,3.945,0.52,0.48
q_agent_partial_obs_vs_tftt_last1_seed2,,0.0,tftt,1,last1,2,hard_tft,100,200,0.0,last_n,1,140.0,0.0,0.7,0.54,0.4600000000000001
q_agent_partial_obs_vs_tftt_last1_seed2,,0.0,tftt,1,last1,2,cycler_ddc,100,200,0.0,last_n,1,322.0,0.0,1.61,0.545,0.4549999999999999
q_agent_partial_obs_vs_tftt_last1_seed2,,0.0,tftt,1,last1,2,cycler_ccd,100,200,0.0,last_n,1,551.0,0.0,2.755,0.5349999999999999,0.4650000000000001
q_agent_partial_obs_vs_tftt_last1_seed2,,0.0,tftt,1,last1,2,hard_majo,100,200,0.0,last_n,1,775.0,0.0,3.875,0.5300000000000002,0.4699999999999998
q_agent_partial_obs_vs_tftt_last1_seed2,,0.0,tftt,1,last1,2,soft_majo,100,200,0.0,last_n,1,785.0,0.0,3.925,0.5300000000000002,0.4699999999999998
q_agent_partial_obs_vs_tftt_last1_seed3,,0.0,tftt,1,last1,3,tftt,100,200,0.0,last_n,1,785.0,0.0,3.925,0.5149999999999999,0.485
q_agent_partial_obs_vs_tftt_last1_seed3,,0.0,tftt,1,last1,3,hard_tft,100,200,0.0,last_n,1,198.0,0.0,0.99,0.6100000000000001,0.39000000000000007
q_agent_partial_obs_vs_tftt_last1_seed3,,0.0,tftt,1,last1,3,cycler_ddc,100,200,0.0,last_n,1,316.0,0.0,1.58,0.5750000000000002,0.42499999999999977
q_agent_partial_obs_vs_tftt_last1_seed3,,0.0,tftt,1,last1,3,cycler_ccd,100,200,0.0,last_n,1,542.0,0.0,2.71,0.5700000000000001,0.43
q_agent_partial_obs_vs_tftt_last1_seed3,,0.0,tftt,1,last1,3,hard_majo,100,200,0.0,last_n,1,782.0,0.0,3.91,0.52,0.48
q_agent_partial_obs_vs_tftt_last1_seed3,,0.0,tftt,1,last1,3,soft_majo,100,200,0.0,last_n,1,780.0,0.0,3.9,0.52,0.48
q_agent_partial_obs_vs_tftt_last3_seed1,,0.0,tftt,3,last3,1,tftt,100,200,0.0,last_n,3,747.0,0.0,3.735,0.5050000000000001,0.49499999999999994
q_agent_partial_obs_vs_tftt_last3_seed1,,0.0,tftt,3,last3,1,hard_tft,100,200,0.0,last_n,3,330.0,0.0,1.65,0.7300000000000003,0.27
q_agent_partial_obs_vs_tftt_last3_seed1,,0.0,tftt,3,last3,1,cycler_ddc,100,200,0.0,last_n,3,199.0,0.0,0.995,0.995,0.004999999999999999
q_agent_partial_obs_vs_tftt_last3_seed1,,0.0,tftt,3,last3,1,cycler_ccd,100,200,0.0,last_n,3,427.0,0.0,2.135,0.88,0.12
q_agent_partial_obs_vs_tftt_last3_seed1,,0.0,tftt,3,last3,1,hard_majo,100,200,0.0,last_n,3,756.0,0.0,3.78,0.545,0.4549999999999999
q_agent_partial_obs_vs_tftt_last3_seed1,,0.0,tftt,3,last3,1,soft_majo,100,200,0.0,last_n,3,771.0,0.0,3.855,0.5499999999999998,0.45000000000000023
q_agent_partial_obs_vs_tftt_last3_seed2,,0.0,tftt,3,last3,2,tftt,100,200,0.0,last_n,3,743.0,0.0,3.715,0.485,0.5149999999999999
q_agent_partial_obs_vs_tftt_last3_seed2,,0.0,tftt,3,last3,2,hard_tft,100,200,0.0,last_n,3,347.0,0.0,1.735,0.7600000000000001,0.24
q_agent_partial_obs_vs_tftt_last3_seed2,,0.0,tftt,3,last3,2,cycler_ddc,100,200,0.0,last_n,3,199.0,0.0,0.995,0.995,0.004999999999999999
q_agent_partial_obs_vs_tftt_last3_seed2,,0.0,tftt,3,last3,2,cycler_ccd,100,200,0.0,last_n,3,427.0,0.0,2.135,0.88,0.12
q_agent_partial_obs_vs_tftt_last3_seed2,,0.0,tftt,3,last3,2,hard_majo,100,200,0.0,last_n,3,776.0,0.0,3.88,0.5349999999999999,0.4650000000000001
q_agent_partial_obs_vs_tftt_last3_seed2,,0.0,tftt,3,last3,2,soft_majo,100,200,0.0,last_n,3,785.0,0.0,3.925,0.5300000000000002,0.4699999999999998
q_agent_partial_obs_vs_tftt_last3_seed3,,0.0,tftt,3,last3,3,tftt,100,200,0.0,last_n,3,751.0,0.0,3.755,0.525,0.475
q_agent_partial_obs_vs_tftt_last3_seed3,,0.0,tftt,3,last3,3,hard_tft,100,200,0.0,last_n,3,374.0,0.0,1.87,0.7900000000000003,0.21000000000000005
q_agent_partial_obs_vs_tftt_last3_seed3,,0.0,tftt,3,last3,3,cycler_ddc,100,200,0.0,last_n,3,199.0,0.0,0.995,0.995,0.004999999999999999
q_agent_partial_obs_vs_tftt_last3_seed3,,0.0,tftt,3,last3,3,cycler_ccd,100,200,0.0,last_n,3,428.0,0.0,2.14,0.875,0.125
q_agent_partial_obs_vs_tftt_last3_seed3,,0.0,tftt,3,last3,3,hard_majo,100,200,0.0,last_n,3,780.0,0.0,3.9,0.525,0.475
q_agent_partial_obs_vs_tftt_last3_seed3,,0.0,tftt,3,last3,3,soft_majo,100,200,0.0,last_n,3,787.0,0.0,3.935,0.525,0.475
